% start	end	CellId	IMSI	RNTI	LCID	nTxPDUs	TxBytes	nRxPDUs	RxBytes	delay	stdDev	min	max	PduSize	stdDev	min	max
0.5	0.75	1	4	1	3	7	10892	7	10892	0.01	0	0.01	0.01	1556	0	1556	1556	
0.5	0.75	1	5	3	3	225	358340	223	355228	0.003	0	0.003	0.003	1592.95	317.502	1556	4395	
0.5	0.75	2	9	1	3	230	371875	228	368763	0.00327631	0.00136603	0.003	0.01	1617.38	303.454	1556	3111	
0.5	0.75	3	11	1	3	7	10892	7	10892	0.01	0	0.01	0.01	1556	0	1556	1556	
0.5	0.75	3	14	2	3	225	358340	223	355228	0.003	0	0.003	0.003	1592.95	317.502	1556	4395	
0.5	0.75	4	17	1	3	239	371884	237	368772	0.003	0	0.003	0.003	1556	0	1556	1556	
0.75	1	1	5	3	3	250	389000	250	389000	0.003	0	0.003	0.003	1556	0	1556	1556	
0.75	1	2	9	1	3	240	388990	240	388990	0.00329167	0.00140171	0.003	0.01	1620.79	311.379	1556	3111	
0.75	1	3	14	2	3	250	389000	250	389000	0.003	0	0.003	0.003	1556	0	1556	1556	
0.75	1	4	17	1	3	250	389000	250	389000	0.003	0	0.003	0.003	1556	0	1556	1556	
1	1.25	1	5	3	3	250	389000	250	389000	0.003	0	0.003	0.003	1556	0	1556	1556	
1	1.25	2	9	1	3	241	388991	240	387435	0.0032625	0.00133266	0.003	0.01	1614.31	296.042	1556	3111	
1	1.25	3	14	2	3	250	389000	250	389000	0.003	0	0.003	0.003	1556	0	1556	1556	
1	1.25	4	17	1	3	250	389000	250	389000	0.003	0	0.003	0.003	1556	0	1556	1556	
1.25	1.5	1	5	3	3	250	389000	250	389000	0.003	0	0.003	0.003	1556	0	1556	1556	
1.25	1.5	2	9	1	3	241	388991	242	390547	0.00326033	0.00132734	0.003	0.01	1613.83	294.858	1556	3111	
1.25	1.5	3	14	2	3	250	389000	250	389000	0.003	0	0.003	0.003	1556	0	1556	1556	
1.25	1.5	4	17	1	3	250	389000	250	389000	0.003	0	0.003	0.003	1556	0	1556	1556	
1.5	1.75	1	1	5	3	4	10264	4	10264	0.003	0	0.003	0.003	2566	1232	718	3182	
1.5	1.75	1	2	2	3	4	10264	4	10264	0.003	0	0.003	0.003	2566	1232	718	3182	
1.5	1.75	1	3	4	3	3	10262	3	10262	0.003	0	0.003	0.003	3420.67	1687.59	1472	4395	
1.5	1.75	1	4	1	3	6	10268	6	10268	0.003	0	0.003	0.003	1711.33	658.096	368	1980	
1.5	1.75	1	5	3	3	11	17116	13	20228	0.003	0	0.003	0.003	1556	0	1556	1556	
1.5	1.75	2	6	4	3	5	10266	5	10266	0.003	0	0.003	0.003	2053.2	741.927	726	2385	
1.5	1.75	2	7	5	3	6	10268	6	10268	0.003	0	0.003	0.003	1711.33	305.37	1088	1836	
1.5	1.75	2	8	2	3	3	10262	3	10262	0.003	0	0.003	0.003	3420.67	1687.59	1472	4395	
1.5	1.75	2	9	1	3	11	17116	13	20228	0.003	0	0.003	0.003	1556	0	1556	1556	
1.5	1.75	2	10	3	3	3	10262	3	10262	0.003	0	0.003	0.003	3420.67	1687.59	1472	4395	
1.5	1.75	3	11	1	3	6	10268	6	10268	0.003	0	0.003	0.003	1711.33	305.37	1088	1836	
1.5	1.75	3	12	3	3	3	10262	3	10262	0.003	0	0.003	0.003	3420.67	1687.59	1472	4395	
1.5	1.75	3	13	4	3	3	10262	3	10262	0.003	0	0.003	0.003	3420.67	1687.59	1472	4395	
1.5	1.75	3	14	2	3	11	17116	13	20228	0.003	0	0.003	0.003	1556	0	1556	1556	
1.5	1.75	3	15	5	3	5	10266	5	10266	0.003	0	0.003	0.003	2053.2	741.927	726	2385	
1.5	1.75	4	16	2	3	3	10262	3	10262	0.003	0	0.003	0.003	3420.67	1687.59	1472	4395	
1.5	1.75	4	17	1	3	11	17116	13	20228	0.003	0	0.003	0.003	1556	0	1556	1556	
1.5	1.75	4	18	5	3	6	10268	6	10268	0.003	0	0.003	0.003	1711.33	658.096	368	1980	
1.5	1.75	4	19	4	3	6	10268	6	10268	0.003	0	0.003	0.003	1711.33	305.37	1088	1836	
1.5	1.75	4	20	3	3	4	10264	4	10264	0.003	0	0.003	0.003	2566	406	1957	2769	
